donor_id,first_gift_amount,donation_channel,campaign_source,city,donor_age_band,first_gift_month,is_festival_season,communication_optin,time_on_first_visit_secs,donated_again
D2201,428,Cash,SocialMedia,Lucknow,36-50,1,0,1,122,1
D2202,808,BankTransfer,SocialMedia,Ghaziabad,18-25,11,1,0,86,1
D2203,560,UPI,Website,Kanpur,26-35,8,0,1,13,1
D2204,382,UPI,Website,Kanpur,51+,4,0,0,91,1
D2205,375,UPI,SocialMedia,Delhi,26-35,7,0,1,72,0
D2206,366,BankTransfer,Website,Ghaziabad,51+,3,0,0,257,0
D2207,325,UPI,Website,Kanpur,18-25,3,0,0,298,1
D2208,2972,Cash,Website,Other,26-35,2,0,0,136,0
D2209,741,UPI,Website,Delhi,18-25,2,0,0,41,1
D2210,1120,UPI,SocialMedia,Other,18-25,7,0,1,191,0
D2211,427,Card,SocialMedia,Ghaziabad,51+,10,1,0,71,1
D2212,528,UPI,SocialMedia,Other,18-25,6,0,1,101,1
D2213,365,BankTransfer,Referral,Kanpur,51+,1,0,1,95,1
D2214,94,UPI,Referral,Kanpur,36-50,6,0,0,104,1
D2215,229,BankTransfer,Website,Other,51+,9,1,0,115,1
D2216,169,UPI,SocialMedia,Other,51+,11,1,0,48,0
D2217,125,BankTransfer,Event,Ghaziabad,26-35,9,1,1,90,0
D2218,261,Card,SocialMedia,Kanpur,51+,5,0,0,211,1
D2219,1522,UPI,SocialMedia,Ghaziabad,36-50,8,0,1,137,0
D2220,583,UPI,SocialMedia,Delhi,26-35,1,0,0,148,1
D2221,1485,UPI,Website,Other,36-50,5,0,0,10,0
D2222,802,Card,SocialMedia,Ghaziabad,18-25,7,0,0,206,0
D2223,1041,Cash,Website,Kanpur,18-25,1,0,1,92,1
D2224,320,UPI,Referral,Delhi,18-25,1,0,1,218,1
D2225,868,UPI,Website,Delhi,26-35,10,1,1,150,1
D2226,1002,Card,SocialMedia,Ghaziabad,18-25,3,0,0,100,1
D2227,402,Card,Referral,Lucknow,26-35,2,0,0,22,1
D2228,890,Card,Website,Other,36-50,8,0,1,292,1
D2229,895,Card,Event,Kanpur,36-50,4,0,1,196,1
D2230,410,Cash,Website,Lucknow,36-50,12,0,1,200,1
D2231,274,BankTransfer,Referral,Lucknow,51+,12,0,0,267,0
D2232,263,UPI,Event,Lucknow,36-50,10,1,1,155,1
D2233,639,UPI,Event,Other,26-35,4,0,0,234,1
D2234,757,UPI,Event,Lucknow,18-25,11,1,1,106,0
D2235,346,Card,SocialMedia,Lucknow,51+,4,0,0,191,0
D2236,613,UPI,Website,Kanpur,18-25,3,0,1,95,1
D2237,897,BankTransfer,SocialMedia,Delhi,18-25,12,0,0,104,0
D2238,928,Card,SocialMedia,Kanpur,18-25,9,1,1,146,1
D2239,1783,Card,SocialMedia,Kanpur,26-35,2,0,1,51,1
D2240,1471,Cash,SocialMedia,Ghaziabad,36-50,11,1,1,163,1
D2241,299,UPI,Event,Lucknow,18-25,2,0,1,118,0
D2242,1956,Cash,Website,Other,36-50,9,1,0,10,0
D2243,415,UPI,SocialMedia,Delhi,18-25,6,0,1,107,1
D2244,1251,Card,SocialMedia,Other,18-25,1,0,1,115,0
D2245,631,BankTransfer,Referral,Ghaziabad,18-25,10,1,1,199,1
D2246,451,Cash,Referral,Lucknow,18-25,9,1,0,159,0
D2247,170,BankTransfer,Event,Other,36-50,11,1,0,241,1
D2248,534,UPI,SocialMedia,Ghaziabad,18-25,8,0,0,176,0
D2249,202,Cash,SocialMedia,Other,18-25,10,1,1,101,1
D2250,1185,Card,SocialMedia,Lucknow,18-25,11,1,0,135,1
D2251,1740,Card,SocialMedia,Kanpur,36-50,12,0,0,115,0
D2252,345,UPI,Referral,Lucknow,51+,7,0,1,174,0
D2253,744,UPI,Website,Kanpur,36-50,1,0,1,144,1
D2254,362,Card,SocialMedia,Kanpur,26-35,5,0,1,96,1
D2255,388,UPI,Referral,Kanpur,51+,8,0,0,140,0
D2256,1035,Cash,Event,Kanpur,18-25,2,0,0,172,1
D2257,586,Cash,SocialMedia,Ghaziabad,18-25,2,0,1,69,1
D2258,2034,BankTransfer,Event,Other,26-35,5,0,0,162,1
D2259,429,UPI,SocialMedia,Ghaziabad,18-25,11,1,1,29,1
D2260,1211,BankTransfer,Referral,Other,26-35,4,0,0,217,0
D2261,644,UPI,SocialMedia,Lucknow,26-35,12,0,1,176,1
D2262,1051,Card,Website,Kanpur,18-25,10,1,0,254,0
D2263,440,Cash,SocialMedia,Kanpur,26-35,4,0,1,61,1
D2264,581,UPI,Referral,Other,26-35,3,0,1,219,1
D2265,555,UPI,Website,Lucknow,18-25,10,1,0,205,1
D2266,335,UPI,Event,Other,36-50,10,1,1,127,1
D2267,957,Card,SocialMedia,Ghaziabad,36-50,8,0,1,113,0
D2268,949,Cash,Referral,Delhi,18-25,12,0,1,64,1
D2269,912,UPI,Event,Delhi,18-25,2,0,0,45,1
D2270,1765,UPI,SocialMedia,Other,18-25,5,0,0,87,0
D2271,1660,Card,Referral,Kanpur,18-25,8,0,1,52,1
D2272,463,UPI,SocialMedia,Other,18-25,1,0,1,251,1
D2273,781,Cash,SocialMedia,Ghaziabad,18-25,12,0,1,34,0
D2274,389,BankTransfer,Event,Other,36-50,7,0,0,150,1
D2275,612,Cash,SocialMedia,Lucknow,36-50,4,0,1,170,0
D2276,396,BankTransfer,Event,Lucknow,36-50,3,0,0,165,1
D2277,1871,Card,SocialMedia,Ghaziabad,26-35,1,0,0,171,0
D2278,776,Cash,SocialMedia,Other,36-50,8,0,1,206,1
D2279,517,UPI,SocialMedia,Kanpur,36-50,12,0,1,108,1
D2280,1388,UPI,SocialMedia,Ghaziabad,36-50,1,0,1,146,0
D2281,132,Card,Referral,Lucknow,36-50,5,0,0,119,0
D2282,147,UPI,Event,Delhi,36-50,8,0,0,231,0
D2283,1051,BankTransfer,Event,Ghaziabad,36-50,6,0,1,286,1
D2284,628,Card,SocialMedia,Delhi,26-35,8,0,0,56,1
D2285,717,BankTransfer,Website,Ghaziabad,18-25,9,1,1,10,1
D2286,238,UPI,SocialMedia,Delhi,18-25,12,0,1,179,1
D2287,592,Card,SocialMedia,Delhi,26-35,8,0,0,214,0
D2288,2447,Cash,Website,Delhi,18-25,9,1,1,276,1
D2289,1072,UPI,Event,Other,18-25,4,0,1,191,1
D2290,678,Card,Website,Lucknow,18-25,2,0,1,237,1
D2291,443,Card,Referral,Kanpur,18-25,2,0,0,256,1
D2292,457,BankTransfer,Website,Delhi,51+,2,0,1,242,1
D2293,136,Cash,SocialMedia,Kanpur,26-35,10,1,1,201,0
D2294,721,UPI,SocialMedia,Kanpur,18-25,1,0,1,50,1
D2295,1088,Card,SocialMedia,Delhi,26-35,6,0,0,139,0
D2296,200,Card,Website,Ghaziabad,18-25,8,0,0,161,0
D2297,379,UPI,Referral,Ghaziabad,36-50,9,1,1,133,1
D2298,268,UPI,Referral,Other,26-35,1,0,1,137,1
D2299,306,UPI,SocialMedia,Kanpur,18-25,11,1,1,249,1
D2300,625,UPI,Website,Kanpur,26-35,6,0,1,87,0
D2301,140,Card,Event,Kanpur,18-25,1,0,0,195,0
D2302,925,UPI,Website,Kanpur,36-50,2,0,1,162,1
D2303,1020,Card,Event,Delhi,51+,11,1,0,79,1
D2304,505,UPI,SocialMedia,Delhi,51+,12,0,0,64,1
D2305,106,Cash,SocialMedia,Lucknow,18-25,10,1,0,20,0
D2306,300,UPI,Referral,Kanpur,36-50,5,0,1,173,1
D2307,1427,BankTransfer,Event,Lucknow,36-50,12,0,0,135,0
D2308,86,UPI,SocialMedia,Kanpur,36-50,4,0,1,82,1
D2309,472,Card,SocialMedia,Delhi,18-25,3,0,0,10,1
D2310,263,UPI,SocialMedia,Lucknow,26-35,10,1,0,170,0
D2311,1057,UPI,Referral,Kanpur,18-25,4,0,1,127,0
D2312,375,Card,SocialMedia,Other,18-25,7,0,0,90,1
D2313,799,Cash,SocialMedia,Delhi,36-50,8,0,0,72,0
D2314,894,BankTransfer,Website,Ghaziabad,26-35,2,0,1,123,1
D2315,2176,UPI,Event,Lucknow,18-25,12,0,1,172,1
D2316,522,UPI,SocialMedia,Lucknow,36-50,2,0,1,116,0
D2317,783,Cash,SocialMedia,Kanpur,26-35,12,0,1,56,1
D2318,213,Card,SocialMedia,Kanpur,51+,4,0,0,135,0
D2319,1385,UPI,SocialMedia,Delhi,36-50,6,0,0,213,0
D2320,353,Cash,SocialMedia,Other,36-50,4,0,0,142,0
D2321,406,Card,SocialMedia,Lucknow,36-50,7,0,1,144,1
D2322,593,Card,Website,Lucknow,18-25,1,0,0,117,0
D2323,202,UPI,Referral,Lucknow,18-25,3,0,0,77,1
D2324,706,UPI,Referral,Ghaziabad,51+,7,0,1,75,1
D2325,1185,UPI,SocialMedia,Kanpur,18-25,9,1,1,23,1
D2326,739,Cash,SocialMedia,Ghaziabad,26-35,12,0,0,222,1
D2327,198,UPI,Referral,Other,26-35,11,1,1,172,1
D2328,552,Cash,Website,Other,18-25,12,0,0,145,1
D2329,1012,Cash,Event,Other,18-25,10,1,1,160,1
D2330,162,Cash,SocialMedia,Kanpur,26-35,10,1,1,163,0
D2331,284,UPI,SocialMedia,Lucknow,26-35,5,0,1,88,0
D2332,1112,UPI,Event,Lucknow,36-50,11,1,0,117,0
D2333,727,Card,Event,Kanpur,18-25,12,0,1,106,1
D2334,803,Card,SocialMedia,Kanpur,26-35,7,0,0,315,1
D2335,2212,BankTransfer,Referral,Delhi,18-25,2,0,1,211,1
D2336,835,UPI,Event,Delhi,26-35,1,0,1,151,0
D2337,954,BankTransfer,Event,Lucknow,18-25,6,0,1,235,1
D2338,4014,UPI,SocialMedia,Kanpur,18-25,8,0,1,226,1
D2339,518,UPI,Website,Lucknow,36-50,7,0,1,43,0
D2340,344,UPI,Website,Kanpur,18-25,11,1,1,124,1
D2341,812,Cash,SocialMedia,Kanpur,36-50,7,0,0,138,0
D2342,818,UPI,Event,Lucknow,18-25,8,0,1,182,1
D2343,416,UPI,Website,Ghaziabad,18-25,10,1,1,124,1
D2344,292,Cash,Website,Other,18-25,11,1,0,133,0
D2345,3032,Card,SocialMedia,Ghaziabad,36-50,8,0,1,107,0
D2346,757,UPI,Referral,Kanpur,26-35,7,0,0,213,0
D2347,360,UPI,Event,Kanpur,18-25,1,0,1,38,1
D2348,1143,Card,SocialMedia,Delhi,26-35,8,0,0,110,0
D2349,558,UPI,SocialMedia,Kanpur,26-35,3,0,0,10,0
D2350,504,UPI,SocialMedia,Kanpur,36-50,5,0,1,67,1
D2351,892,Card,SocialMedia,Ghaziabad,51+,7,0,1,162,1
D2352,244,UPI,Event,Kanpur,26-35,1,0,1,163,1
D2353,770,Card,Website,Lucknow,26-35,9,1,1,118,0
D2354,2296,UPI,SocialMedia,Ghaziabad,18-25,4,0,0,218,1
D2355,834,UPI,Referral,Kanpur,51+,7,0,0,234,1
D2356,463,UPI,SocialMedia,Delhi,26-35,5,0,1,135,0
D2357,422,UPI,Event,Ghaziabad,18-25,5,0,1,157,1
D2358,452,UPI,Referral,Lucknow,51+,5,0,1,108,1
D2359,504,UPI,Website,Kanpur,51+,1,0,0,183,0
D2360,462,BankTransfer,Website,Lucknow,26-35,3,0,0,56,0
D2361,1143,Cash,Website,Kanpur,18-25,10,1,0,265,1
D2362,179,UPI,SocialMedia,Ghaziabad,36-50,2,0,1,219,1
D2363,1100,Card,SocialMedia,Kanpur,36-50,6,0,0,56,0
D2364,461,Card,Event,Other,26-35,2,0,1,84,1
D2365,784,Cash,SocialMedia,Kanpur,18-25,7,0,0,169,1
D2366,273,UPI,SocialMedia,Other,18-25,8,0,1,116,1
D2367,1525,UPI,SocialMedia,Other,18-25,6,0,0,178,0
D2368,1439,UPI,Referral,Ghaziabad,18-25,10,1,1,114,1
D2369,1178,UPI,Referral,Ghaziabad,36-50,4,0,1,246,1
D2370,208,UPI,Website,Ghaziabad,18-25,7,0,0,140,0
D2371,1075,BankTransfer,Website,Other,26-35,4,0,0,309,0
D2372,799,BankTransfer,SocialMedia,Lucknow,36-50,7,0,0,182,1
D2373,196,UPI,SocialMedia,Lucknow,26-35,1,0,1,45,0
D2374,592,Card,Website,Kanpur,18-25,4,0,1,286,1
D2375,777,UPI,Website,Other,51+,9,1,0,216,1
D2376,888,Card,SocialMedia,Kanpur,18-25,10,1,1,166,0
D2377,681,Card,Event,Kanpur,36-50,4,0,0,185,1
D2378,738,UPI,Event,Kanpur,18-25,4,0,1,56,1
D2379,1688,Cash,SocialMedia,Ghaziabad,26-35,4,0,1,13,1
D2380,1420,BankTransfer,SocialMedia,Other,26-35,4,0,1,137,1
D2381,81,Card,Event,Delhi,26-35,12,0,0,236,0
D2382,482,Card,Website,Kanpur,26-35,8,0,0,167,0
D2383,536,Card,Referral,Ghaziabad,18-25,5,0,1,259,1
D2384,177,UPI,Event,Delhi,26-35,6,0,0,232,0
D2385,643,UPI,Website,Lucknow,18-25,7,0,1,141,1
D2386,1442,Card,Website,Kanpur,36-50,7,0,1,222,0
D2387,281,UPI,SocialMedia,Ghaziabad,26-35,5,0,1,246,0
D2388,762,Cash,Website,Lucknow,26-35,12,0,1,134,1
D2389,317,UPI,Event,Other,18-25,4,0,1,125,1
D2390,376,UPI,Event,Delhi,26-35,6,0,1,149,0
D2391,1693,UPI,SocialMedia,Kanpur,26-35,1,0,0,10,0
D2392,412,BankTransfer,Referral,Delhi,18-25,6,0,1,159,1
D2393,832,UPI,Referral,Kanpur,36-50,11,1,0,190,1
D2394,162,UPI,SocialMedia,Other,18-25,12,0,1,150,0
D2395,2216,UPI,SocialMedia,Ghaziabad,18-25,6,0,1,164,1
D2396,918,Card,SocialMedia,Kanpur,36-50,2,0,1,136,1
D2397,530,BankTransfer,Website,Ghaziabad,18-25,9,1,0,10,0
D2398,900,UPI,Event,Kanpur,18-25,8,0,0,256,1
D2399,224,BankTransfer,SocialMedia,Kanpur,36-50,12,0,1,114,0
D2400,1377,UPI,Website,Lucknow,36-50,7,0,1,96,1
D2401,480,Card,SocialMedia,Delhi,18-25,1,0,0,235,0
D2402,522,UPI,Event,Other,18-25,11,1,1,208,1
D2403,427,Card,SocialMedia,Ghaziabad,26-35,9,1,1,159,1
D2404,401,Card,Event,Kanpur,26-35,10,1,1,193,1
D2405,979,Card,Event,Ghaziabad,26-35,2,0,1,59,1
D2406,720,UPI,SocialMedia,Ghaziabad,26-35,6,0,1,134,1
D2407,950,Cash,Event,Kanpur,36-50,6,0,1,230,1
D2408,598,BankTransfer,Referral,Other,51+,4,0,0,92,1
D2409,862,Card,Event,Other,18-25,11,1,1,70,0
D2410,449,Card,Referral,Kanpur,18-25,3,0,1,145,1
D2411,2866,Cash,Event,Delhi,18-25,1,0,1,147,1
D2412,201,UPI,Website,Lucknow,18-25,3,0,1,185,1
D2413,1455,BankTransfer,SocialMedia,Kanpur,26-35,12,0,1,43,0
D2414,1568,UPI,Website,Lucknow,36-50,2,0,0,10,0
D2415,331,Cash,SocialMedia,Kanpur,18-25,7,0,0,204,0
D2416,2865,UPI,SocialMedia,Kanpur,18-25,3,0,0,64,1
D2417,1208,UPI,SocialMedia,Other,26-35,5,0,1,97,0
D2418,1188,Card,SocialMedia,Lucknow,51+,7,0,1,10,0
D2419,614,Card,Referral,Kanpur,18-25,1,0,0,211,1
D2420,517,BankTransfer,Referral,Ghaziabad,36-50,3,0,0,164,0
D2421,520,BankTransfer,Website,Other,36-50,8,0,1,161,0
D2422,791,UPI,SocialMedia,Ghaziabad,26-35,1,0,0,161,1
D2423,1605,UPI,Referral,Other,26-35,6,0,0,10,1
D2424,683,UPI,Website,Other,26-35,8,0,0,71,1
D2425,318,Card,SocialMedia,Ghaziabad,18-25,3,0,1,108,0
D2426,1072,Card,Event,Delhi,26-35,2,0,1,87,0
D2427,1147,BankTransfer,Website,Delhi,18-25,6,0,1,120,1
D2428,952,Cash,SocialMedia,Delhi,36-50,9,1,0,157,1
D2429,1014,UPI,Event,Ghaziabad,36-50,1,0,0,210,1
D2430,498,Card,Website,Kanpur,18-25,5,0,1,36,1
D2431,314,Card,SocialMedia,Kanpur,26-35,12,0,1,139,0
D2432,328,Card,Event,Lucknow,18-25,5,0,0,189,0
D2433,192,UPI,Event,Delhi,18-25,4,0,1,75,0
D2434,710,UPI,Website,Delhi,36-50,9,1,1,126,1
D2435,568,UPI,Referral,Lucknow,18-25,6,0,1,172,1
D2436,442,UPI,Website,Kanpur,36-50,5,0,0,140,0
D2437,76,Cash,Website,Kanpur,18-25,10,1,0,187,0
D2438,251,UPI,Event,Delhi,36-50,1,0,0,146,1
D2439,1319,Card,Website,Lucknow,26-35,9,1,1,118,1
D2440,378,Card,Event,Delhi,26-35,5,0,1,57,0
D2441,775,BankTransfer,SocialMedia,Kanpur,36-50,11,1,1,157,1
D2442,227,UPI,Website,Ghaziabad,26-35,9,1,0,146,0
D2443,1648,UPI,Website,Other,18-25,12,0,0,70,1
D2444,544,UPI,Event,Kanpur,36-50,2,0,1,180,1
D2445,737,UPI,Referral,Kanpur,18-25,3,0,1,228,1
D2446,3066,UPI,Website,Delhi,18-25,11,1,0,93,1
D2447,1740,Cash,SocialMedia,Lucknow,26-35,5,0,1,89,1
D2448,486,UPI,SocialMedia,Other,26-35,10,1,1,86,1
D2449,397,UPI,SocialMedia,Other,26-35,9,1,1,22,0
D2450,479,UPI,SocialMedia,Delhi,36-50,6,0,1,280,1
D2451,860,Cash,Event,Kanpur,26-35,1,0,0,108,0
D2452,559,BankTransfer,SocialMedia,Ghaziabad,18-25,1,0,1,79,1
D2453,456,Cash,SocialMedia,Other,18-25,9,1,1,61,1
D2454,1681,Card,SocialMedia,Ghaziabad,18-25,2,0,1,112,1
D2455,556,Cash,Website,Other,36-50,1,0,1,91,1
D2456,3010,Card,Website,Delhi,18-25,3,0,0,240,0
D2457,641,UPI,SocialMedia,Kanpur,26-35,11,1,1,52,0
D2458,2100,Card,SocialMedia,Lucknow,26-35,8,0,1,32,0
D2459,773,Cash,SocialMedia,Delhi,36-50,9,1,0,178,1
D2460,1181,UPI,SocialMedia,Kanpur,18-25,8,0,1,132,1
D2461,362,Card,SocialMedia,Ghaziabad,18-25,7,0,0,124,1
D2462,331,Card,SocialMedia,Delhi,51+,4,0,1,179,1
D2463,830,Card,SocialMedia,Kanpur,26-35,6,0,0,149,0
D2464,1202,UPI,Referral,Ghaziabad,26-35,7,0,0,136,1
D2465,619,Card,Event,Delhi,36-50,12,0,1,41,1
D2466,245,BankTransfer,Website,Delhi,51+,11,1,1,23,1
D2467,232,UPI,SocialMedia,Lucknow,18-25,9,1,1,90,0
D2468,222,UPI,SocialMedia,Other,51+,10,1,1,64,1
D2469,175,UPI,Referral,Other,18-25,10,1,0,158,0
D2470,650,UPI,SocialMedia,Ghaziabad,51+,9,1,1,14,1
D2471,1323,BankTransfer,Website,Kanpur,18-25,10,1,1,108,0
D2472,596,Card,Referral,Delhi,18-25,1,0,0,127,1
D2473,124,UPI,Event,Kanpur,18-25,1,0,1,137,1
D2474,527,UPI,SocialMedia,Other,36-50,6,0,0,167,0
D2475,537,BankTransfer,Event,Lucknow,51+,1,0,0,117,1
D2476,2610,UPI,SocialMedia,Ghaziabad,18-25,5,0,1,93,1
D2477,217,Cash,SocialMedia,Lucknow,18-25,3,0,1,227,1
D2478,458,UPI,SocialMedia,Lucknow,18-25,12,0,1,117,1
D2479,1986,UPI,Referral,Other,18-25,8,0,1,239,1
D2480,825,Card,Website,Kanpur,36-50,1,0,0,117,1
D2481,893,UPI,SocialMedia,Other,18-25,8,0,1,138,0
D2482,652,Card,SocialMedia,Kanpur,51+,9,1,0,130,1
D2483,758,UPI,Website,Delhi,51+,4,0,0,156,1
D2484,1037,Cash,Referral,Other,18-25,11,1,0,110,1
D2485,342,Cash,SocialMedia,Ghaziabad,26-35,12,0,0,146,1
D2486,1113,Cash,SocialMedia,Kanpur,51+,12,0,0,247,0
D2487,230,UPI,Referral,Other,36-50,2,0,1,213,1
D2488,757,Cash,Referral,Other,36-50,6,0,1,213,1
D2489,682,BankTransfer,Referral,Ghaziabad,18-25,10,1,1,46,1
D2490,391,UPI,SocialMedia,Lucknow,18-25,6,0,0,57,0
D2491,592,UPI,SocialMedia,Other,36-50,6,0,1,155,0
D2492,389,Cash,Event,Kanpur,26-35,4,0,0,193,1
D2493,284,UPI,SocialMedia,Lucknow,36-50,6,0,1,103,0
D2494,470,Card,Referral,Ghaziabad,36-50,9,1,1,91,1
D2495,278,Cash,SocialMedia,Kanpur,26-35,1,0,0,237,0
D2496,754,UPI,Website,Other,18-25,10,1,1,188,1
D2497,269,Card,Referral,Ghaziabad,26-35,9,1,1,214,1
D2498,991,Card,Referral,Other,36-50,2,0,0,109,1
D2499,263,UPI,Website,Lucknow,18-25,10,1,1,103,1
D2500,405,BankTransfer,Referral,Lucknow,18-25,7,0,1,206,1
D2501,389,UPI,SocialMedia,Ghaziabad,51+,4,0,0,121,0
D2502,1522,UPI,SocialMedia,Ghaziabad,36-50,6,0,0,97,0
D2503,758,Cash,SocialMedia,Other,26-35,7,0,1,76,1
D2504,519,UPI,Referral,Delhi,36-50,3,0,1,104,1
D2505,853,Cash,Referral,Delhi,26-35,8,0,0,201,1
D2506,138,UPI,SocialMedia,Ghaziabad,51+,8,0,1,34,0
D2507,584,Card,SocialMedia,Kanpur,36-50,5,0,0,184,1
D2508,2436,UPI,SocialMedia,Kanpur,18-25,6,0,1,90,0
D2509,660,Card,SocialMedia,Delhi,26-35,8,0,1,125,1
D2510,631,Cash,Website,Ghaziabad,18-25,7,0,1,129,1
D2511,883,Cash,SocialMedia,Lucknow,36-50,6,0,1,124,1
D2512,1127,BankTransfer,Website,Ghaziabad,26-35,12,0,1,119,1
D2513,149,Card,Event,Ghaziabad,26-35,11,1,1,108,1
D2514,185,Cash,SocialMedia,Delhi,51+,5,0,0,100,0
D2515,697,Card,SocialMedia,Lucknow,26-35,9,1,0,232,0
D2516,365,BankTransfer,Referral,Other,36-50,10,1,1,141,1
D2517,1508,Card,Website,Kanpur,36-50,2,0,0,131,1
D2518,483,BankTransfer,Event,Lucknow,26-35,8,0,0,94,0
D2519,155,UPI,SocialMedia,Kanpur,18-25,10,1,1,111,1
D2520,248,Card,Referral,Other,36-50,1,0,1,95,1
D2521,88,Cash,Website,Lucknow,26-35,5,0,0,193,0
D2522,511,UPI,Website,Ghaziabad,18-25,10,1,0,87,0
D2523,527,UPI,Website,Other,36-50,12,0,0,10,0
D2524,447,BankTransfer,Referral,Ghaziabad,26-35,12,0,0,144,0
D2525,1281,UPI,SocialMedia,Kanpur,18-25,8,0,0,120,0
D2526,1393,UPI,Website,Ghaziabad,36-50,1,0,1,98,1
D2527,534,UPI,Event,Kanpur,18-25,1,0,1,203,0
D2528,135,UPI,Event,Other,26-35,10,1,0,10,1
D2529,927,Card,Referral,Delhi,26-35,9,1,0,250,1
D2530,888,BankTransfer,Referral,Delhi,18-25,3,0,1,213,1
D2531,747,BankTransfer,Event,Other,26-35,2,0,0,96,0
D2532,1196,Card,Event,Delhi,18-25,2,0,0,108,1
D2533,266,Card,Referral,Ghaziabad,18-25,11,1,0,175,1
D2534,2456,UPI,Referral,Kanpur,36-50,10,1,1,177,0
D2535,307,BankTransfer,Website,Ghaziabad,18-25,12,0,0,95,0
D2536,1017,UPI,SocialMedia,Other,51+,2,0,0,26,0
D2537,185,UPI,SocialMedia,Other,26-35,9,1,1,287,0
D2538,314,BankTransfer,Referral,Delhi,18-25,12,0,1,206,1
D2539,1740,BankTransfer,Website,Kanpur,51+,7,0,1,150,1
D2540,501,UPI,Website,Kanpur,26-35,10,1,1,152,1
D2541,1083,Card,Website,Other,26-35,8,0,1,183,1
D2542,710,Card,Event,Kanpur,36-50,1,0,0,191,1
D2543,559,UPI,Event,Lucknow,36-50,6,0,0,10,1
D2544,1564,UPI,Website,Ghaziabad,18-25,4,0,0,115,1
D2545,510,UPI,SocialMedia,Ghaziabad,18-25,2,0,0,108,0
D2546,173,Card,Website,Delhi,51+,8,0,0,128,0
D2547,343,UPI,Website,Other,18-25,12,0,0,193,1
D2548,885,Card,Website,Delhi,36-50,1,0,1,14,1
D2549,794,UPI,SocialMedia,Ghaziabad,26-35,4,0,1,45,1
D2550,201,BankTransfer,Website,Ghaziabad,26-35,9,1,0,92,1
D2551,362,Card,SocialMedia,Other,36-50,4,0,1,150,1
D2552,401,BankTransfer,SocialMedia,Lucknow,51+,2,0,0,198,1
D2553,466,UPI,Event,Ghaziabad,18-25,3,0,1,254,1
D2554,230,Card,SocialMedia,Delhi,26-35,1,0,1,119,1
D2555,388,Cash,Referral,Kanpur,36-50,12,0,0,198,0
D2556,361,UPI,Referral,Kanpur,18-25,6,0,0,189,1
D2557,1033,UPI,SocialMedia,Other,36-50,12,0,1,177,1
D2558,1060,UPI,Website,Lucknow,26-35,9,1,1,138,1
D2559,543,UPI,Event,Kanpur,18-25,5,0,1,112,1
D2560,457,UPI,Website,Kanpur,36-50,12,0,0,65,1
D2561,664,UPI,Referral,Other,51+,4,0,0,60,1
D2562,340,UPI,Event,Lucknow,18-25,3,0,0,164,1
D2563,270,Card,SocialMedia,Lucknow,36-50,10,1,1,136,0
D2564,312,UPI,SocialMedia,Kanpur,18-25,7,0,0,110,1
D2565,386,UPI,Event,Other,18-25,6,0,0,186,0
D2566,267,Card,Referral,Other,18-25,8,0,1,125,1
D2567,674,UPI,Event,Lucknow,36-50,12,0,1,76,1
D2568,1003,UPI,SocialMedia,Ghaziabad,18-25,4,0,0,121,0
D2569,198,UPI,SocialMedia,Delhi,18-25,11,1,1,197,1
D2570,613,UPI,Referral,Other,36-50,11,1,1,68,1
D2571,516,Card,SocialMedia,Delhi,26-35,10,1,1,154,1
D2572,764,UPI,Website,Other,18-25,2,0,0,136,0
D2573,596,UPI,Website,Lucknow,18-25,2,0,1,86,1
D2574,218,BankTransfer,SocialMedia,Ghaziabad,36-50,2,0,0,119,0
D2575,249,BankTransfer,SocialMedia,Ghaziabad,26-35,9,1,1,29,1
D2576,614,UPI,SocialMedia,Other,36-50,5,0,1,147,0
D2577,1237,UPI,SocialMedia,Kanpur,18-25,12,0,1,44,1
D2578,128,Card,Website,Kanpur,26-35,1,0,1,215,0
D2579,767,Cash,Website,Delhi,36-50,5,0,1,133,1
D2580,1384,Cash,SocialMedia,Ghaziabad,18-25,4,0,0,99,0
D2581,541,UPI,Event,Other,18-25,11,1,0,221,0
D2582,885,UPI,SocialMedia,Kanpur,26-35,2,0,0,67,0
D2583,368,UPI,SocialMedia,Ghaziabad,18-25,5,0,1,87,0
D2584,554,BankTransfer,Website,Kanpur,18-25,11,1,0,11,0
D2585,194,BankTransfer,Website,Delhi,51+,12,0,1,231,1
D2586,117,UPI,Website,Delhi,26-35,11,1,1,271,1
D2587,1164,Card,SocialMedia,Ghaziabad,26-35,8,0,1,22,1
D2588,302,UPI,Event,Ghaziabad,18-25,2,0,0,82,1
D2589,438,Card,Event,Kanpur,26-35,2,0,1,144,1
D2590,228,BankTransfer,Referral,Delhi,26-35,5,0,1,103,1
D2591,224,Card,Website,Other,51+,6,0,1,137,0
D2592,533,UPI,Referral,Delhi,26-35,7,0,1,131,1
D2593,361,Card,SocialMedia,Kanpur,36-50,1,0,0,168,0
D2594,784,UPI,Event,Lucknow,18-25,9,1,0,72,1
D2595,826,Cash,Website,Kanpur,26-35,5,0,1,153,1
D2596,753,UPI,SocialMedia,Kanpur,51+,2,0,1,61,1
D2597,711,BankTransfer,Website,Kanpur,26-35,11,1,1,111,0
D2598,1816,UPI,Event,Kanpur,36-50,5,0,1,18,1
D2599,285,UPI,Referral,Kanpur,36-50,3,0,1,111,1
D2600,579,UPI,SocialMedia,Delhi,51+,6,0,1,99,1
